STAID,LOCAL,DATES,TIMES,MEDIM,STYPE,SAMPL,LABNO,HUNIT,GUNIT,PRJCT,LATDD,LNGDD,CNTYC,DATTD,DATTM,GUERA,GUNNM,GUSER,GUSYS,HDATM,SALTD,SNAME,VDATM,MAJRIVBAS,WELLUSE,WELLCOMPIN
420013076365001,CM 954,20030708,0900,WG,9,00301639,1900178,020501050607,341JVWF,245700326,42.00361111,-76.61388889,015,200307080900 EST,200307080900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,828,CM 954,NAVD88,Chemung,Production,Bedrock
423913077311101,LV 740,20130723,0900,WG,9,01301962,2110166,020501050101,341JVWF,36Q,42.65408333,-77.52019444,051,201307230900 EST,201307230900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1938,LV 740,NAVD88,Chemung,Domestic,Bedrock
423913077311101,LV 740,20130723,0902,WG,9,01301963,,020501050101,341JVWF,36Q,42.65408333,-77.52019444,051,201307230902 EST,201307230902,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1938,LV 740,NAVD88,Chemung,Domestic,Bedrock
423913077311101,LV 740,20130723,0903,WG,9,01301964,,020501050101,341JVWF,36Q,42.65408333,-77.52019444,051,201307230903 EST,201307230903,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1938,LV 740,NAVD88,Chemung,Domestic,Bedrock
420901077042601,SB  63,20030625,0900,WG,9,00301565,1770152,020501050402,110QRNR,245700326,42.15062982,-77.07413569,101,200306250900 EST,200306250900,Cenozoic,Quaternary System,,Quaternary,NAD27,927,SB  63,NGVD29,Chemung,Production,Bedrock
420950077053901,SB  85,20030701,1100,WG,9,00301578,1830044,020501050308,112SDGV,245700326,42.16424088,-77.09413663,101,200307011100 EST,200307011100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,940,SB  85,NGVD29,Chemung,Production,Sand and Gravel
422023077201201,SB 151,20030820,0900,WG,9,00302064,2330155,020501050206,110QRNR,245700326,42.34007186,-77.33720277,101,200308200900 EST,200308200900,Cenozoic,Quaternary System,,Quaternary,NAD27,1105,SB 151,NGVD29,Chemung,Production,Bedrock
423001077300801,SB 224,20030724,1100,WG,9,00301887,2060203,020501050104,110QRNR,245700326,42.50034636,-77.50248785,101,200307241100 EST,200307241100,Cenozoic,Quaternary System,,Quaternary,NAD27,1285,SB 224,NGVD29,Chemung,Production,Bedrock
423001077300801,SB 224,20030724,1110,WG,9,00301892,2100228,020501050104,110QRNR,245700326,42.50034636,-77.50248785,101,200307241110 EST,200307241110,Cenozoic,Quaternary System,,Quaternary,NAD27,1285,SB 224,NGVD29,Chemung,Production,Bedrock
423001077300801,SB 224,20030828,1100,WG,9,00302181,2460081,020501050104,110QRNR,245700326,42.50034636,-77.50248785,101,200308281100 EST,200308281100,Cenozoic,Quaternary System,,Quaternary,NAD27,1285,SB 224,NGVD29,Chemung,Production,Bedrock
423001077300801,SB 224,20030828,1110,WG,9,00302182,2460091,020501050104,110QRNR,245700326,42.50034636,-77.50248785,101,200308281110 EST,200308281110,Cenozoic,Quaternary System,,Quaternary,NAD27,1285,SB 224,NGVD29,Chemung,Production,Bedrock
423001077300801,SB 224,20040202,1500,WG,9,00400511,0370040,020501050104,110QRNR,2457A3900,42.50034636,-77.50248785,101,200402021500 EST,200402021500,Cenozoic,Quaternary System,,Quaternary,NAD27,1285,SB 224,NGVD29,Chemung,Production,Bedrock
423001077300801,SB 224,20040202,1510,WG,9,00400512,0370036,020501050104,110QRNR,2457A3900,42.50034636,-77.50248785,101,200402021510 EST,200402021510,Cenozoic,Quaternary System,,Quaternary,NAD27,1285,SB 224,NGVD29,Chemung,Production,Bedrock
423114077164601,SB 229,20030709,0900,WG,9,00301635,1910057,020501050201,110QRNR,245700326,42.52006981,-77.27914562,101,200307090900 EST,200307090900,Cenozoic,Quaternary System,,Quaternary,NAD27,1360,SB 229,NGVD29,Chemung,Production,Bedrock
423114077164601,SB 229,20030709,0910,WG,9,00301636,1920177,020501050201,110QRNR,245700326,42.52006981,-77.27914562,101,200307090910 EST,200307090910,Cenozoic,Quaternary System,,Quaternary,NAD27,1360,SB 229,NGVD29,Chemung,Production,Bedrock
420850077030701,SB 380,20030625,1100,WG,9,00301563,1770151,020501050402,112SDGV,245700326,42.14729656,-77.05163462,101,200306251100 EST,200306251100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,900,SB 380,NGVD29,Chemung,Production,Sand and Gravel
420850077030701,SB 380,20030625,1110,WG,9,00301564,1780134,020501050402,112SDGV,245700326,42.14729656,-77.05163462,101,200306251110 EST,200306251110,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,900,SB 380,NGVD29,Chemung,Production,Sand and Gravel
420722077003801,SB 382,20030701,0900,WG,9,00301580,1830045,020501050404,112SDGV,245700326,42.12277778,-77.01055556,101,200307010900 EST,200307010900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,920,SB 382,NGVD29,Chemung,Production,Sand and Gravel
420722077003801,SB 382,20030715,1150,WG,9,00301788,2030233,020501050404,112SDGV,245700326,42.12277778,-77.01055556,101,200307151150 EST,200307151150,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,920,SB 382,NGVD29,Chemung,Production,Sand and Gravel
420722077003801,SB 382,20030715,1200,WG,9,00301789,1990090,020501050404,112SDGV,245700326,42.12277778,-77.01055556,101,200307151200 EST,200307151200,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,920,SB 382,NGVD29,Chemung,Production,Sand and Gravel
421630077362001,SB 383,20081118,0800,WG,9,00900468,3250060,020501040406,112SDGV,2457LB36F,42.27472222,-77.60197222,101,200811180800 EST,200811180800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1130,SB 383,NGVD29,Chemung,Production,Sand and Gravel
421630077362001,SB 383,20081118,0810,WG,9,00900469,3250058,020501040406,112SDGV,2457LB36F,42.27472222,-77.60197222,101,200811180810 EST,200811180810,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1130,SB 383,NGVD29,Chemung,Production,Sand and Gravel
422130077400001,SB 384,20081112,1100,WG,9,00900376,3190069,020501040406,112SDGV,2457LB36F,42.35916667,-77.66600000,101,200811121100 EST,200811121100,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1170,SB 384,NGVD29,Chemung,Production,Sand and Gravel
422130077400001,SB 384,20081112,1110,WG,9,00900377,3190046,020501040406,112SDGV,2457LB36F,42.35916667,-77.66600000,101,200811121110 EST,200811121110,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1170,SB 384,NGVD29,Chemung,Production,Sand and Gravel
423326077282601,SB 390,20030724,1200,WG,9,00301927,2060202,020501050101,112SDGV,245700326,42.55722222,-77.47388889,101,200307241200 EST,200307241200,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1300,SB 390,NGVD29,Chemung,Production,Sand and Gravel
423326077282601,SB 390,20030828,1030,WG,9,00302190,2460077,020501050101,112SDGV,245700326,42.55722222,-77.47388889,101,200308281030 EST,200308281030,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1300,SB 390,NGVD29,Chemung,Production,Sand and Gravel
421953077193601,SB 391,20030820,1000,WG,9,00302065,2330156,020501050206,112SDGV,245700326,42.33138889,-77.32666667,101,200308201000 EST,200308201000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1100,SB 391,NGVD29,Chemung,Production,Sand and Gravel
422440077253301,SB 392,20030903,0700,WG,9,00302191,2470151,020501050106,112SDGV,245700326,42.41111111,-77.42583333,101,200309030700 EST,200309030700,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1200,SB 392,NGVD29,Chemung,Production,Sand and Gravel
420247077323901,SB 398,20130626,0900,WG,9,01301932,1820085,020501040502,341JVWF,GC13LK00L,42.04794444,-77.54336111,101,201306260900 EST,201306260900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1800,SB 398,NGVD29,Chemung,Production,Bedrock
420247077323901,SB 398,20130626,0902,WG,9,01301933,,020501040502,341JVWF,GC13LK00L,42.04794444,-77.54336111,101,201306260902 EST,201306260902,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1800,SB 398,NGVD29,Chemung,Production,Bedrock
420247077323901,SB 398,20130626,0903,WG,9,01301934,,020501040502,341JVWF,GC13LK00L,42.04794444,-77.54336111,101,201306260903 EST,201306260903,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1800,SB 398,NGVD29,Chemung,Production,Bedrock
421130077233601,SB 399,20130710,0800,WG,9,01301956,1930084,020501040408,112SDGV,36Q,42.19083333,-77.39272222,101,201307100800 EST,201307100800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1088,SB 399,NAVD88,Chemung,Production,Sand and Gravel
421130077233601,SB 399,20130710,0802,WG,9,01301957,,020501040408,112SDGV,36Q,42.19083333,-77.39272222,101,201307100802 EST,201307100802,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1088,SB 399,NAVD88,Chemung,Production,Sand and Gravel
421130077233601,SB 399,20130710,0803,WG,9,01301958,,020501040408,112SDGV,36Q,42.19083333,-77.39272222,101,201307100803 EST,201307100803,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1088,SB 399,NAVD88,Chemung,Production,Sand and Gravel
421851077234001,SB1066,20030723,1200,WG,9,00301884,2050129,020501050204,341JVWF,245700326,42.31423847,-77.39414914,101,200307231200 EST,200307231200,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD27,1547,SB1066,NGVD29,Chemung,Domestic,Bedrock
421851077234001,SB1066,20030819,1000,WG,9,00302063,2320176,020501050204,341JVWF,245700326,42.31423847,-77.39414914,101,200308191000 EST,200308191000,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD27,1547,SB1066,NGVD29,Chemung,Domestic,Bedrock
423322077194801,SB1077,20030709,1100,WG,9,00301637,1910056,020501050102,341JVWF,245700326,42.55618003,-77.32970361,101,200307091100 EST,200307091100,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD27,2090,SB1077,NGVD29,Chemung,Production,Bedrock
420630077145001,SB1103,20081216,0800,WG,9,00900614,3530103,020501040411,112SDGV,2457LB36F,42.10641667,-77.24886111,101,200812160800 EST,200812160800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,995,SB1103,NGVD29,Chemung,Production,Sand and Gravel
420630077145001,SB1103,20081216,0810,WG,9,00900615,3530107,020501040411,112SDGV,2457LB36F,42.10641667,-77.24886111,101,200812160810 EST,200812160810,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,995,SB1103,NGVD29,Chemung,Production,Sand and Gravel
420630077145001,SB1103,20130627,0900,WG,9,01301938,1820034,020501040411,112SDGV,0036Q,42.10641667,-77.24886111,101,201306270900 EST,201306270900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,995,SB1103,NGVD29,Chemung,Production,Sand and Gravel
420630077145001,SB1103,20130627,0902,WG,9,01301939,,020501040411,112SDGV,0036Q,42.10641667,-77.24886111,101,201306270902 EST,201306270902,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,995,SB1103,NGVD29,Chemung,Production,Sand and Gravel
420630077145001,SB1103,20130627,0903,WG,9,01301940,,020501040411,112SDGV,0036Q,42.10641667,-77.24886111,101,201306270903 EST,201306270903,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,995,SB1103,NGVD29,Chemung,Production,Sand and Gravel
420814077373001,SB1212,20130711,0900,WG,9,01301959,1970164,020501040201,341JVWF,36Q,42.13850000,-77.62475000,101,201307110900 EST,201307110900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1834,SB1212,NAVD88,Chemung,Domestic,Bedrock
420814077373001,SB1212,20130711,0902,WG,9,01301960,,020501040201,341JVWF,36Q,42.13850000,-77.62475000,101,201307110902 EST,201307110902,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1834,SB1212,NAVD88,Chemung,Domestic,Bedrock
420814077373001,SB1212,20130711,0903,WG,9,01301961,,020501040201,341JVWF,36Q,42.13850000,-77.62475000,101,201307110903 EST,201307110903,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1834,SB1212,NAVD88,Chemung,Domestic,Bedrock
420634077395101,SB1272,20081028,0800,WG,9,00900288,3040058,020501040202,341JVWF,2457LB36F,42.10969444,-77.66430556,101,200810280800 EST,200810280800,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,2025,SB1272,NGVD29,Chemung,Domestic,Bedrock
420634077395101,SB1272,20081028,0810,WG,9,00900289,3040056,020501040202,341JVWF,2457LB36F,42.10969444,-77.66430556,101,200810280810 EST,200810280810,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,2025,SB1272,NGVD29,Chemung,Domestic,Bedrock
422417077214401,SB1350,20030717,0900,WG,9,00301793,1990091,020501050203,341JVWF,245700326,42.40479304,-77.36192618,101,200307170900 EST,200307170900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD27,1653,SB1350,NGVD29,Chemung,Domestic,Bedrock
422215077310201,SB1408,20030723,1000,WG,9,00301886,2050130,020501050105,112SDGV,245700326,42.36333333,-77.51083333,101,200307231000 EST,200307231000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1652,SB1408,NGVD29,Chemung,Domestic,Sand and Gravel
422215077310201,SB1408,20030814,0900,WG,9,00302070,2270366,020501050105,112SDGV,245700326,42.36333333,-77.51083333,101,200308140900 EST,200308140900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1652,SB1408,NGVD29,Chemung,Domestic,Sand and Gravel
421339077125001,SB1420,20030708,1030,WG,9,00301638,1900177,020501050304,341JVWF,245700326,42.22757384,-77.21358668,101,200307081030 EST,200307081030,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD27,1075,SB1420,NGVD29,Chemung,Production,Bedrock
421611077195501,SB1447,20030710,1100,WG,9,00301633,1920179,020501050205,341JVWF,245700326,42.26979507,-77.33164675,101,200307101100 EST,200307101100,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD27,1761,SB1447,NGVD29,Chemung,Domestic,Bedrock
422549077293701,SB1451,20030716,1000,WG,9,00301792,1980072,020501050103,112SDGV,245700326,42.43034734,-77.49332027,101,200307161000 EST,200307161000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1333,SB1451,NGVD29,Chemung,Domestic,Sand and Gravel
422746077251901,SB1457,20030716,1200,WG,9,00301791,1980071,020501050106,341JVWF,245700326,42.46284741,-77.42165103,101,200307161200 EST,200307161200,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD27,1780,SB1457,NGVD29,Chemung,Domestic,Bedrock
421848077094701,SB1470,20030626,1130,WG,9,00301570,1780135,020501050303,341JVWF,245700326,42.31333333,-77.16305556,101,200306261130 EST,200306261130,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1713,SB1470,NGVD29,Chemung,Domestic,Bedrock
421848077094701,SB1470,20081118,1100,WG,9,00900466,3250061,020501050303,341JVWF,2457LB36F,42.31333333,-77.16305556,101,200811181100 EST,200811181100,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1713,SB1470,NGVD29,Chemung,Domestic,Bedrock
421848077094701,SB1470,20081118,1110,WG,9,00900467,3250059,020501050303,341JVWF,2457LB36F,42.31333333,-77.16305556,101,200811181110 EST,200811181110,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1713,SB1470,NGVD29,Chemung,Domestic,Bedrock
423118077282001,SB1580,20081112,0800,WG,9,00900374,3190044,020501050104,112SDGV,2457LB36F,42.52177778,-77.47216667,101,200811120800 EST,200811120800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1309,SB1580,NGVD29,Chemung,Production,Sand and Gravel
423118077282001,SB1580,20081112,0810,WG,9,00900375,3190070,020501050104,112SDGV,2457LB36F,42.52177778,-77.47216667,101,200811120810 EST,200811120810,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1309,SB1580,NGVD29,Chemung,Production,Sand and Gravel
420507077242201,SB2326,20081216,1100,WG,9,00900616,3530102,020501040302,341JVWF,2457LB36F,42.08475000,-77.40597222,101,200812161100 EST,200812161100,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1473,SB2326,NGVD29,Chemung,Domestic,Bedrock
420507077242201,SB2326,20081216,1110,WG,9,00900617,3530105,020501040302,341JVWF,2457LB36F,42.08475000,-77.40597222,101,200812161110 EST,200812161110,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1473,SB2326,NGVD29,Chemung,Domestic,Bedrock
420340077035001,SB2802,20130806,0830,WG,9,01301968,2250013,020501040910,341JVWF,36Q,42.06119444,-77.06413889,101,201308060830 EST,201308060830,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1594,SB2802,NAVD88,Chemung,Domestic,Bedrock
420340077035001,SB2802,20130806,0832,WG,9,01301969,,020501040910,341JVWF,36Q,42.06119444,-77.06413889,101,201308060832 EST,201308060832,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1594,SB2802,NAVD88,Chemung,Domestic,Bedrock
420340077035001,SB2802,20130806,0833,WG,9,01301970,,020501040910,341JVWF,36Q,42.06119444,-77.06413889,101,201308060833 EST,201308060833,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1594,SB2802,NAVD88,Chemung,Domestic,Bedrock
422017077005801,SY 707,20130709,0900,WG,9,01301953,1930085,020501050306,341JVWF,36Q,42.33711111,-77.01583333,097,201307090900 EST,201307090900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1441,SY 707,NAVD88,Chemung,Production,Bedrock
422017077005801,SY 707,20130709,0902,WG,9,01301954,,020501050306,341JVWF,36Q,42.33711111,-77.01583333,097,201307090902 EST,201307090902,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1441,SY 707,NAVD88,Chemung,Production,Bedrock
422017077005801,SY 707,20130709,0903,WG,9,01301955,,020501050306,341JVWF,36Q,42.33711111,-77.01583333,097,201307090903 EST,201307090903,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1441,SY 707,NAVD88,Chemung,Production,Bedrock
422249077040501,SY 911,20030904,1100,WG,9,00302175,2510011,020501050302,341JVWF,245700326,42.38027778,-77.06805556,097,200309041100 EST,200309041100,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1210,SY 911,NGVD29,Chemung,Domestic,Bedrock
421800077051901,SY 922,20130725,0900,WG,9,01301965,2110165,020501050306,341JVWF,36Q,42.29994444,-77.08863889,097,201307250900 EST,201307250900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1255.61,SY 922,NAVD88,Chemung,Domestic,Bedrock
421800077051901,SY 922,20130725,0902,WG,9,01301966,,020501050306,341JVWF,36Q,42.29994444,-77.08863889,097,201307250902 EST,201307250902,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1255.61,SY 922,NAVD88,Chemung,Domestic,Bedrock
421800077051901,SY 922,20130725,0903,WG,9,01301967,,020501050306,341JVWF,36Q,42.29994444,-77.08863889,097,201307250903 EST,201307250903,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1255.61,SY 922,NAVD88,Chemung,Domestic,Bedrock
422351077041001,SY1016,20030626,0900,WG,9,00301568,1780136,020501050302,112SDGV,245700326,42.39750000,-77.06944444,097,200306260900 EST,200306260900,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1123,SY1016,NGVD29,Chemung,Domestic,Sand and Gravel
422351077041001,SY1016,20030626,0910,WG,9,00301569,1810030,020501050302,112SDGV,245700326,42.39750000,-77.06944444,097,200306260910 EST,200306260910,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1123,SY1016,NGVD29,Chemung,Domestic,Sand and Gravel
420334075293401,BM1405,20101025,0900,WG,9,01100161,3000037,020401010302,111ALVM,24570362K,42.05955556,-75.49286111,007,201010250900 EST,201010250900,Cenozoic,Holocene Alluvium,Holocene,Quaternary,NAD83,1148,BM1405,NAVD88,Delaware,Domestic,Sand and Gravel
420334075293401,BM1405,20101025,0901,WG,9,01100555,,020401010302,111ALVM,24570326K,42.05955556,-75.49286111,007,201010250901 EST,201010250901,Cenozoic,Holocene Alluvium,Holocene,Quaternary,NAD83,1148,BM1405,NAVD88,Delaware,Domestic,Sand and Gravel
420334075293401,BM1405,20101025,0902,WG,9,01100556,,020401010302,111ALVM,24570326K,42.05955556,-75.49286111,007,201010250902 EST,201010250902,Cenozoic,Holocene Alluvium,Holocene,Quaternary,NAD83,1148,BM1405,NAVD88,Delaware,Domestic,Sand and Gravel
420953075081901,D 523,20100930,1000,WG,9,01002130,2740032,020401010205,111ALVM,24570326K,42.16811111,-75.13508333,025,201009301000 EST,201009301000,Cenozoic,Holocene Alluvium,Holocene,Quaternary,NAD83,1200,D 523,NAVD88,Delaware,Production,Sand and Gravel
420953075081901,D 523,20100930,1001,WG,9,01002297,,020401010205,111ALVM,24570326K,42.16811111,-75.13508333,025,201009301001 EST,201009301001,Cenozoic,Holocene Alluvium,Holocene,Quaternary,NAD83,1200,D 523,NAVD88,Delaware,Production,Sand and Gravel
420953075081901,D 523,20100930,1002,WG,9,01002298,,020401010205,111ALVM,24570326K,42.16811111,-75.13508333,025,201009301002 EST,201009301002,Cenozoic,Holocene Alluvium,Holocene,Quaternary,NAD83,1200,D 523,NAVD88,Delaware,Production,Sand and Gravel
421440075082801,D 960,20060223,1015,WG,9,00600993,0550080,020401010205,341SONY,24570326A,42.24438889,-75.14111111,025,200602231015 EST,200602231015,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1532,D 960,NAVD88,Delaware,Domestic,Bedrock
421440075082801,D 960,20060223,1020,WG,9,00600994,0550079,020401010205,341SONY,24570326A,42.24438889,-75.14111111,025,200602231020 EST,200602231020,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1532,D 960,NAVD88,Delaware,Domestic,Bedrock
421440075082801,D 960,20060223,1031,WG,9,00600995,0550001,020401010205,341SONY,24570326A,42.24438889,-75.14111111,025,200602231031 EST,200602231031,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1532,D 960,NAVD88,Delaware,Domestic,Bedrock
421811074324001,D1085,20051213,1100,WG,9,00600595,3490134,020401020302,341GENS,24570326A,42.30305556,-74.54444444,025,200512131100 EST,200512131100,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1716,D1085,NAVD88,Delaware,Domestic,Bedrock
421811074324001,D1085,20051213,1105,WG,9,00600596,3480063,020401020302,341GENS,24570326A,42.30305556,-74.54444444,025,200512131105 EST,200512131105,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1716,D1085,NAVD88,Delaware,Domestic,Bedrock
421811074324001,D1085,20051213,1207,WG,9,00600597,3480007,020401020302,341GENS,24570326A,42.30305556,-74.54444444,025,200512131207 EST,200512131207,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1716,D1085,NAVD88,Delaware,Domestic,Bedrock
422130074440101,D1191,20100824,0900,WG,9,01001973,2390007,020401010102,341GENS,24570326K,42.35713889,-74.73358333,025,201008240900 EST,201008240900,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1622,D1191,NAVD88,Delaware,Domestic,Bedrock
422130074440101,D1191,20100824,0901,WG,9,01002299,,020401010102,341GENS,24570326K,42.35713889,-74.73358333,025,201008240901 EST,201008240901,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1622,D1191,NAVD88,Delaware,Domestic,Bedrock
422130074440101,D1191,20100824,0902,WG,9,01002300,,020401010102,341GENS,24570326K,42.35713889,-74.73358333,025,201008240902 EST,201008240902,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1622,D1191,NAVD88,Delaware,Domestic,Bedrock
422130074440101,D1191,20100930,0900,WG,9,01002129,,020401010102,341GENS,24570326K,42.35713889,-74.73358333,025,201009300900 EST,201009300900,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,1622,D1191,NAVD88,Delaware,Domestic,Bedrock
421559074495201,D1567,20051214,1000,WG,9,00600598,3490133,020401010105,341SONY,24570326A,42.26633333,-74.83116667,025,200512141000 EST,200512141000,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1999,D1567,NAVD88,Delaware,Domestic,Bedrock
421559074495201,D1567,20051214,1005,WG,9,00600599,3490062,020401010105,341SONY,24570326A,42.26633333,-74.83116667,025,200512141005 EST,200512141005,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1999,D1567,NAVD88,Delaware,Domestic,Bedrock
421559074495201,D1567,20051214,1049,WG,9,00600600,3490088,020401010105,341SONY,24570326A,42.26633333,-74.83116667,025,200512141049 EST,200512141049,Paleozoic,Sonyea Formation,Upper,Devonian,NAD83,1999,D1567,NAVD88,Delaware,Domestic,Bedrock
420340074554101,D1591,20060111,1000,WG,9,00600722,0120025,020401020405,341JVWF,24570326A,42.06116667,-74.92816667,025,200601111000 EST,200601111000,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1625,D1591,NAVD88,Delaware,Domestic,Bedrock
420340074554101,D1591,20060111,1005,WG,9,00600723,0120022,020401020405,341JVWF,24570326A,42.06116667,-74.92816667,025,200601111005 EST,200601111005,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1625,D1591,NAVD88,Delaware,Domestic,Bedrock
420340074554101,D1591,20060111,1142,WG,9,00600724,0120008,020401020405,341JVWF,24570326A,42.06116667,-74.92816667,025,200601111142 EST,200601111142,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1625,D1591,NAVD88,Delaware,Domestic,Bedrock
422202074364101,D1628,20051215,1000,WG,9,00600606,3500034,020401010101,341GENS,24570326A,42.36733333,-74.61133333,025,200512151000 EST,200512151000,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,2205,D1628,NAVD88,Delaware,Domestic,Bedrock
422202074364101,D1628,20051215,1005,WG,9,00600607,3500028,020401010101,341GENS,24570326A,42.36733333,-74.61133333,025,200512151005 EST,200512151005,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,2205,D1628,NAVD88,Delaware,Domestic,Bedrock
422202074364101,D1628,20051215,1036,WG,9,00600608,3500008,020401010101,341GENS,24570326A,42.36733333,-74.61133333,025,200512151036 EST,200512151036,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,2205,D1628,NAVD88,Delaware,Domestic,Bedrock
414504074355301,SV 534,20101027,1000,WG,9,01100162,3020019,020401040305,112SDGV,24570362K,41.75120285,-74.59765976,105,201010271000 EST,201010271000,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1170,SV 534,NAVD88,Delaware,Production,Sand and Gravel
414504074355301,SV 534,20101027,1001,WG,9,01100549,,020401040305,112SDGV,24570326K,41.75120285,-74.59765976,105,201010271001 EST,201010271001,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1170,SV 534,NAVD88,Delaware,Production,Sand and Gravel
414504074355301,SV 534,20101027,1002,WG,9,01100550,,020401040305,112SDGV,24570326K,41.75120285,-74.59765976,105,201010271002 EST,201010271002,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,1170,SV 534,NAVD88,Delaware,Production,Sand and Gravel
413434074291201,SV 551,20101028,0930,WG,9,01100163,3020020,020401040203,347DVNNL,24570362K,41.56761111,-74.48338889,105,201010280930 EST,201010280930,Paleozoic,"Devonian, Lower",Lower,Devonian,NAD83,514,SV 551,NAVD88,Delaware,Production,Bedrock
